                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                0.67675,                0.34591,                0.86376,                0.99696,                0.99605,                0.99471,                0.90231,                0.58522,                0.26364,                 0.8295,              0.0062102,              0.0062102,              0.0062102
                    100,                0.67428,                0.34734,                 0.8642,                0.99446,                0.99543,                0.99452,                0.88925,                0.62882,                 0.2749,                0.83333,              0.0061715,              0.0061715,              0.0061715
                    101,                0.67396,                0.34771,                0.86464,                 0.9958,                0.99746,                0.99487,                0.89872,                0.61951,                0.27252,                0.83169,              0.0061328,              0.0061328,              0.0061328
                    102,                0.66928,                0.34433,                0.86246,                0.99443,                0.99516,                0.99465,                0.89509,                0.60505,                0.26745,                0.83139,              0.0060941,              0.0060941,              0.0060941
                    103,                0.67069,                0.34241,                0.86366,                0.99623,                0.99739,                0.99489,                 0.8824,                0.66171,                0.27774,                0.84037,              0.0060555,              0.0060555,              0.0060555
                    104,                0.66645,                0.34034,                0.86245,                0.99638,                0.99598,                0.99479,                0.89597,                0.60562,                0.26586,                0.83261,              0.0060168,              0.0060168,              0.0060168
                    105,                0.67222,                0.34337,                0.86229,                0.99476,                0.99632,                0.99483,                0.89828,                0.60415,                0.26599,                0.83176,              0.0059781,              0.0059781,              0.0059781
                    106,                0.66429,                0.34335,                0.86204,                0.99522,                0.99698,                0.99463,                0.89181,                0.63663,                0.27279,                0.83651,              0.0059395,              0.0059395,              0.0059395
                    107,                0.66605,                0.34287,                0.86257,                0.99596,                0.99694,                0.99474,                0.89208,                0.61466,                0.26878,                0.83161,              0.0059008,              0.0059008,              0.0059008
                    108,                0.66657,                0.34234,                0.86183,                0.99448,                0.99494,                0.99451,                0.89203,                0.61666,                0.26854,                0.83283,              0.0058621,              0.0058621,              0.0058621
                    109,                 0.6625,                0.34106,                0.86126,                0.99654,                0.99594,                 0.9948,                0.89444,                0.61174,                0.26575,                0.83046,              0.0058234,              0.0058234,              0.0058234
                    110,                0.66292,                0.34006,                0.86253,                0.99626,                0.99667,                0.99482,                 0.9008,                0.59359,                0.26072,                0.82919,              0.0057848,              0.0057848,              0.0057848
                    111,                0.66645,                0.33997,                0.86336,                0.99554,                0.99574,                0.99492,                0.89238,                0.62653,                0.26883,                0.83416,              0.0057461,              0.0057461,              0.0057461
                    112,                 0.6654,                0.34176,                0.86119,                0.99691,                0.99709,                0.99474,                0.90083,                0.59682,                0.26026,                0.82912,              0.0057074,              0.0057074,              0.0057074
                    113,                0.66377,                0.34037,                0.86169,                0.99491,                0.99589,                0.99479,                0.89865,                0.59453,                0.26205,                0.82934,              0.0056688,              0.0056688,              0.0056688
                    114,                0.66309,                0.33897,                0.86091,                0.99537,                0.99573,                0.99457,                0.90156,                 0.6021,                0.26241,                0.83017,              0.0056301,              0.0056301,              0.0056301
                    115,                0.66167,                0.33688,                0.86103,                0.99663,                 0.9962,                 0.9948,                0.89231,                0.63062,                0.27035,                0.83464,              0.0055914,              0.0055914,              0.0055914
                    116,                0.65827,                0.33714,                0.86136,                0.99694,                0.99813,                0.99489,                0.90344,                 0.5856,                0.25295,                  0.829,              0.0055527,              0.0055527,              0.0055527
                    117,                0.65235,                0.33406,                0.86106,                0.99769,                0.99695,                0.99494,                0.90466,                0.58237,                0.25297,                0.82794,              0.0055141,              0.0055141,              0.0055141
                    118,                0.65373,                0.33344,                0.86108,                0.99449,                0.99768,                0.99467,                 0.9021,                0.59306,                0.25932,                0.82902,              0.0054754,              0.0054754,              0.0054754
                    119,                0.65693,                0.33639,                0.86101,                0.99697,                0.99739,                 0.9949,                0.90599,                0.57874,                0.25427,                0.82704,              0.0054367,              0.0054367,              0.0054367
                    120,                0.65275,                0.33249,                0.86043,                0.99708,                0.99714,                0.99493,                 0.9048,                0.57997,                0.25349,                0.82734,               0.005398,               0.005398,               0.005398
                    121,                0.65471,                0.33466,                0.85985,                0.99733,                0.99667,                0.99473,                0.90408,                0.58631,                 0.2533,                0.82779,              0.0053594,              0.0053594,              0.0053594
                    122,                0.65146,                0.33145,                 0.8611,                0.99512,                0.99844,                0.99487,                0.89921,                0.60443,                0.25678,                0.83035,              0.0053207,              0.0053207,              0.0053207
                    123,                0.65501,                0.33286,                0.85899,                  0.997,                0.99675,                0.99469,                0.89949,                0.59863,                0.25653,                0.82961,               0.005282,               0.005282,               0.005282
                    124,                0.65024,                0.33116,                0.85717,                0.99716,                0.99797,                0.99484,                0.90132,                0.59082,                0.25228,                0.82856,              0.0052434,              0.0052434,              0.0052434
                    125,                0.65625,                0.33294,                0.86081,                 0.9967,                0.99817,                0.99477,                0.89826,                 0.6088,                0.25326,                0.83111,              0.0052047,              0.0052047,              0.0052047
                    126,                 0.6453,                0.33068,                0.85778,                0.99755,                0.99782,                0.99484,                0.90509,                0.58253,                0.24877,                  0.827,               0.005166,               0.005166,               0.005166
                    127,                0.64928,                0.33085,                0.85922,                0.99775,                0.99752,                0.99495,                0.90207,                0.57961,                 0.2496,                0.82632,              0.0051273,              0.0051273,              0.0051273
                    128,                0.64889,                0.33012,                0.86099,                0.99732,                0.99754,                0.99497,                0.90472,                0.57125,                0.24876,                0.82554,              0.0050887,              0.0050887,              0.0050887
                    129,                0.64687,                0.32908,                0.85902,                0.99682,                0.99885,                0.99482,                0.89924,                0.59808,                0.25524,                0.83034,                0.00505,                0.00505,                0.00505
                    130,                0.64474,                0.32559,                0.85732,                 0.9964,                0.99816,                0.99477,                0.90293,                0.59243,                0.24945,                0.82856,              0.0050113,              0.0050113,              0.0050113
                    131,                0.64462,                0.32792,                0.85959,                0.99754,                0.99581,                0.99457,                0.90317,                0.58434,                 0.2519,                0.82647,              0.0049727,              0.0049727,              0.0049727
                    132,                0.64556,                0.32843,                0.85817,                0.99753,                0.99601,                0.99492,                0.90431,                0.58653,                0.25158,                0.82717,               0.004934,               0.004934,               0.004934
                    133,                0.64345,                0.32594,                0.85761,                0.99771,                0.99691,                0.99477,                0.90558,                0.57946,                 0.2474,                0.82603,              0.0048953,              0.0048953,              0.0048953
                    134,                0.64241,                0.32635,                0.85686,                0.99805,                0.99761,                0.99479,                0.90371,                0.58353,                0.24886,                0.82692,              0.0048566,              0.0048566,              0.0048566
                    135,                0.63922,                0.32377,                0.85808,                0.99619,                0.99728,                0.99476,                0.90827,                0.56727,                0.24535,                0.82474,               0.004818,               0.004818,               0.004818
                    136,                0.64336,                 0.3254,                 0.8582,                 0.9969,                0.99702,                0.99492,                 0.9116,                0.56654,                0.24402,                0.82471,              0.0047793,              0.0047793,              0.0047793
                    137,                0.64128,                0.32424,                 0.8567,                0.99753,                0.99807,                0.99496,                0.90519,                0.58202,                0.24684,                0.82689,              0.0047406,              0.0047406,              0.0047406
                    138,                0.63902,                0.32147,                0.85765,                0.99778,                0.99823,                 0.9949,                0.90743,                0.57766,                0.24523,                0.82547,               0.004702,               0.004702,               0.004702
                    139,                0.63667,                0.32153,                0.85726,                0.99775,                0.99791,                 0.9949,                0.90534,                0.58848,                0.24906,                0.82679,              0.0046633,              0.0046633,              0.0046633
                    140,                  0.635,                0.32022,                0.85862,                0.99729,                0.99743,                0.99499,                0.90178,                0.59106,                0.24987,                0.82776,              0.0046246,              0.0046246,              0.0046246
                    141,                0.63276,                0.32184,                0.85833,                0.99791,                0.99596,                0.99481,                0.90085,                0.59581,                0.24818,                0.82695,              0.0045859,              0.0045859,              0.0045859
                    142,                0.63644,                0.32205,                0.85771,                0.99794,                0.99756,                0.99492,                0.90485,                0.58751,                0.24687,                0.82619,              0.0045473,              0.0045473,              0.0045473
                    143,                 0.6371,                0.31907,                0.85665,                0.99776,                0.99812,                0.99494,                0.90807,                0.56968,                0.24307,                0.82424,              0.0045086,              0.0045086,              0.0045086
                    144,                 0.6328,                0.31977,                0.85686,                0.99847,                0.99817,                0.99493,                 0.9106,                0.56323,                0.24062,                0.82352,              0.0044699,              0.0044699,              0.0044699
                    145,                0.63082,                0.31885,                0.85604,                0.99822,                0.99865,                0.99489,                0.90626,                0.58177,                 0.2444,                0.82628,              0.0044313,              0.0044313,              0.0044313
                    146,                0.62958,                0.31766,                0.85584,                0.99704,                0.99795,                0.99483,                0.90604,                0.57077,                0.24295,                0.82518,              0.0043926,              0.0043926,              0.0043926
                    147,                0.63111,                0.31822,                0.85924,                0.99826,                0.99846,                0.99494,                0.91175,                 0.5552,                0.23625,                0.82336,              0.0043539,              0.0043539,              0.0043539
                    148,                  0.629,                0.31786,                0.85623,                0.99883,                0.99846,                0.99495,                0.90904,                0.56501,                0.23841,                0.82418,              0.0043152,              0.0043152,              0.0043152
                    149,                0.62678,                0.31573,                0.85613,                0.99769,                0.99813,                0.99493,                0.91186,                0.56196,                0.23825,                0.82319,              0.0042766,              0.0042766,              0.0042766
                    150,                0.63095,                0.31709,                0.85532,                0.99784,                0.99883,                0.99496,                0.90948,                0.56967,                0.24174,                0.82469,              0.0042379,              0.0042379,              0.0042379
                    151,                0.62339,                0.31601,                0.85606,                0.99802,                0.99903,                0.99495,                0.90896,                0.57305,                0.24268,                0.82513,              0.0041992,              0.0041992,              0.0041992
                    152,                0.62314,                0.31483,                  0.857,                0.99868,                 0.9985,                0.99496,                0.91193,                0.55415,                0.23563,                0.82263,              0.0041605,              0.0041605,              0.0041605
                    153,                0.62233,                0.31523,                0.85531,                0.99822,                0.99817,                0.99498,                0.91029,                0.56234,                0.23752,                0.82326,              0.0041219,              0.0041219,              0.0041219
                    154,                0.62532,                0.31529,                 0.8561,                0.99784,                0.99881,                0.99497,                0.91352,                0.55169,                0.23452,                0.82207,              0.0040832,              0.0040832,              0.0040832
                    155,                0.62188,                0.31524,                0.85471,                0.99808,                0.99811,                0.99498,                0.90725,                0.56984,                0.23833,                0.82463,              0.0040445,              0.0040445,              0.0040445
